Grid,Loc,Species,BD,Low,Med,High
JO,G_10,spruce,30,,,100
JO,G_10,spruce,35,,,100
JO,G_10,spruce,35,,,100
JO,G_10,spruce,36,,,100
JO,G_10,spruce,25,,,100
JO,G_10,spruce,20,,,100
JO,G_10,willow,14,,20,80
JO,G_11,willow,5,100,,
JO,G_11,spruce,21,,,100
JO,G_11,spruce,16,,,100
JO,G_11,spruce,16,,,100
JO,G_11,spruce,16,,,100
JO,G_11,spruce,16,,,100
JO,G_11,spruce,11,100,,
JO,G_11,spruce,13,,100,
JO,G_11,willow,14,,50,50
JO,G_11,willow,14,,50,50
JO,G_11,willow,14,,100,
JO,G_11,willow,12,,10,90
JO,G_11,willow,10,,100,
JO,G_11,willow,10,,100,
JO,G_11,willow,15,,20,80
JO,G_11,willow,13,,50,50
JO,G_11,willow,7,,100,
JO,G_11,willow,10,,100,
JO,G_11,willow,24,,10,90
JO,G_11,willow,9,100,,
JO,G_12,willow,18,,30,70
JO,G_12,spruce,17,,,100
JO,G_12,spruce,17,,,100
JO,G_12,willow,26,,,100
JO,G_12,willow,8,,100,
JO,G_12,willow,11,,50,50
JO,G_12,willow,7,50,50,
JO,G_12,willow,25,,60,40
JO,G_12,willow,15,,,100
JO,G_12,willow,5,100,,
JO,G_12,willow,5,100,,
JO,G_12,willow,5,100,,
JO,G_12,spruce,7,,,100
JO,G_12,spruce,14,,,100
JO,G_12,spruce,8,,,100
JO,G_12,spruce,8,,,100
JO,G_12,spruce,8,,,100
JO,G_12,spruce,21,,,100
JO,G_12,spruce,18,,,100
JO,G_12,spruce,27,,,100
JO,G_12,spruce,14,,,100
JO,G_12,willow,18,,30,70
JO,G_12,willow,14,,100,
JO,G_12,willow,5,100,,
JO,G_12,willow,5,100,,
JO,G_12,willow,5,100,,
JO,G_12,willow,6,50,50,
JO,G_12,willow,12,,,100
JO,G_12,willow,22,,,100
JO,G_12,willow,35,,10,90
JO,G_12,willow,5,100,,
JO,G_12,willow,5,100,,
JO,G_12,willow,13,,,100
JO,G_13,spruce,10,,100,
JO,G_13,spruce,10,,100,
JO,G_13,spruce,7,,,100
JO,G_13,spruce,7,,,100
JO,G_13,spruce,7,,,100
JO,G_13,spruce,7,,,100
JO,G_13,spruce,7,,,100
JO,G_13,spruce,8,,,100
JO,G_13,spruce,8,,,100
JO,G_13,spruce,10,,,100
JO,G_13,spruce,10,,,100
JO,G_13,spruce,10,,,100
JO,G_13,spruce,10,,,100
JO,G_13,spruce,14,,,100
JO,G_13,spruce,5,,,100
JO,G_13,spruce,5,,,100
JO,G_13,spruce,5,,,100
JO,G_13,spruce,11,,,100
JO,G_13,spruce,11,,,100
JO,G_13,spruce,19,100,,
JO,G_13,spruce,20,100,,
JO,G_13,spruce,22,100,,
JO,G_13,spruce,18,,100,
JO,G_13,spruce,18,,100,
JO,G_13,spruce,14,,100,
JO,G_13,spruce,21,,100,
JO,G_13,spruce,21,,100,
JO,G_13,spruce,17,,100,
JO,G_13,spruce,17,,100,
JO,G_13,spruce,11,,100,
JO,G_13,spruce,14,,100,
JO,G_13,spruce,24,,100,
JO,G_13,spruce,16,,,100
JO,G_13,spruce,16,,,100
JO,G_13,spruce,14,,,100
JO,G_13,spruce,14,,,100
JO,G_13,spruce,26,,,100
JO,G_13,spruce,10,,,100
JO,G_13,spruce,10,,,100
JO,G_13,spruce,17,,,100
JO,G_13,spruce,17,,,100
JO,G_13,spruce,17,,,100
JO,G_13,spruce,17,,,100
JO,G_13,spruce,22,,,100
JO,G_13,spruce,20,,,100
JO,G_13,willow,19,,50,50
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,5,100,,
JO,G_13,willow,30,,10,90
JO,G_13,willow,18,,30,70
JO,G_13,willow,7,50,50,
JO,G_13,willow,7,50,50,
JO,G_13,willow,7,50,50,
JO,G_13,willow,7,50,50,
JO,G_13,willow,7,50,50,
JO,G_13,willow,7,50,50,
JO,G_13,willow,25,,,100
JO,G_13,willow,25,,,100
JO,G_13,willow,11,,50,50
JO,G_13,willow,7,,100,
JO,G_13,willow,7,,100,
JO,G_13,willow,30,,,100
JO,G_13,willow,23,,,100
JO,G_13,willow,11,,80,20
JO,G_13,willow,16,,10,90
JO,G_13,willow,19,,20,80
JO,G_13,willow,9,,100,
JO,G_13,willow,7,,100,
JO,G_13,willow,18,,30,70
JO,G_13,willow,22,,70,30
JO,G_13,willow,14,,20,80
JO,G_14,willow,28,,20,80
JO,G_14,spruce,30,,,100
JO,G_14,spruce,16,,,100
JO,G_14,spruce,16,,,100
JO,G_14,spruce,16,,,100
JO,G_14,spruce,20,,,100
JO,G_14,willow,30,,80,20
JO,G_14,willow,5,100,,
JO,G_14,willow,5,100,,
JO,G_14,spruce,15,,,100
JO,G_14,spruce,15,,,100
JO,G_14,spruce,20,,,100
JO,G_14,spruce,12,,,100
JO,G_14,spruce,12,,,100
JO,G_14,spruce,22,,,100
JO,G_14,spruce,22,,,100
JO,G_14,spruce,22,,,100
JO,G_14,spruce,24,,,100
JO,G_14,spruce,16,,,100
JO,G_14,spruce,16,,,100
JO,G_14,spruce,16,,,100
JO,G_14,spruce,26,,,100
JO,G_14,spruce,10,,,100
JO,G_14,spruce,10,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,16,,100,
JO,G_14,spruce,18,,100,
JO,G_14,spruce,14,,100,
JO,G_14,spruce,8,,100,
JO,G_14,spruce,13,,100,
JO,G_14,spruce,10,,100,
JO,G_14,spruce,16,100,,
JO,G_14,spruce,34,,30,70
JO,G_14,spruce,14,,100,
JO,G_14,spruce,31,,10,90
JO,G_14,spruce,20,,100,
JO,G_14,spruce,6,50,50,
JO,G_14,spruce,11,,100,
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,5,,,100
JO,G_14,spruce,8,,,100
JO,G_14,spruce,7,,,100
JO,G_14,spruce,7,,,100
JO,G_14,spruce,8,,,100
JO,G_14,spruce,8,,,100
JO,G_14,spruce,9,,,100
JO,G_14,spruce,6,,,100
JO,G_14,spruce,6,,,100
JO,G_14,spruce,6,,100,
JO,G_14,spruce,6,,100,
JO,G_14,spruce,6,,100,
JO,G_14,spruce,6,,100,
JO,G_14,spruce,7,,100,
JO,G_14,willow,8,,100,
JO,G_14,spruce,8,,100,
JO,G_14,spruce,12,,100,
JO,G_14,spruce,10,,,100
JO,G_14,spruce,10,,,100
JO,G_14,spruce,10,,,100
JO,G_14,spruce,10,,,100
JO,G_14,spruce,9,,,100
JO,G_14,spruce,6,,,100
JO,G_14,spruce,15,,,100
JO,G_14,spruce,13,,,100
JO,G_14,spruce,13,,,100
JO,G_14,spruce,11,,,100
JO,G_14,spruce,12,,,100
JO,G_15,willow,15,,10,90
JO,G_15,willow,21,,,100
JO,G_15,willow,20,,,100
JO,G_15,willow,13,,50,50
JO,G_15,willow,13,,50,50
JO,G_16,willow,13,,20,80
JO,G_16,willow,4,100,,
JO,G_16,willow,11,,100,
JO,G_16,spruce,62,,,100
JO,G_16,spruce,22,,,100
JO,G_16,spruce,21,100,,
JO,G_16,spruce,37,,,100
JO,G_16,spruce,37,,,100
JO,G_16,spruce,27,,,100
JO,G_16,willow,12,100,,
JO,G_16,willow,20,,20,80
JO,G_16,willow,7,50,50,
JO,G_16,willow,8,50,50,
JO,G_16,willow,9,50,50,
JO,G_16,willow,15,,,100
JO,G_16,willow,5,100,,
JO,G_16,willow,5,100,,
JO,G_16,willow,15,,80,20
JO,G_16,willow,28,,10,90
JO,G_16,spruce,56,,,100
JO,G_16,spruce,80,,,100
JO,G_16,willow,19,,10,90
JO,G_16,willow,10,50,50,
JO,G_16,willow,12,,30,70
JO,G_16,willow,12,,,100
JO,G_16,willow,10,,100,
JO,G_16,willow,19,,10,90
JO,G_16,willow,21,,30,70
JO,G_16,willow,10,,100,
JO,G_16,willow,5,100,,
JO,G_16,willow,5,100,,
JO,G_16,willow,5,100,,
JO,G_16,willow,6,,100,
JO,G_16,willow,4,100,,
JO,G_16,willow,8,,100,
JO,G_16,willow,15,,,100
JO,G_16,willow,10,10,40,50
JO,G_16,willow,12,,50,50
JO,G_16,willow,12,,50,50
JO,G_16,willow,20,,,100
JO,G_16,willow,12,,,100
JO,G_16,willow,15,,20,80
JO,G_16,willow,17,,,100
JO,G_16,willow,15,,,100
JO,G_16,willow,11,,,100
JO,G_16,willow,7,50,50,
JO,G_16,willow,7,50,50,
JO,G_16,willow,7,50,50,
JO,G_16,willow,7,50,50,
JO,G_16,willow,7,50,50,
JO,G_16,willow,7,50,50,
JO,G_16,willow,7,50,50,
JO,G_16,willow,7,50,50,
JO,G_16,willow,10,,100,
JO,G_16,willow,8,,100,
JO,G_16,spruce,33,,,100
JO,G_16,spruce,30,,,100
JO,G_16,willow,17,,,100
JO,G_17,spruce,31,,100,
JO,G_17,spruce,28,,,100
JO,G_17,spruce,38,,,100
JO,G_17,spruce,39,,,100
JO,G_17,willow,6,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,14,,100,
JO,G_17,willow,10,100,,
JO,G_17,willow,23,,,100
JO,G_17,willow,15,,,100
JO,G_17,willow,8,,100,
JO,G_17,willow,19,,,100
JO,G_17,willow,6,,100,
JO,G_17,willow,15,,10,90
JO,G_17,willow,10,,100,
JO,G_17,willow,13,,,100
JO,G_17,willow,16,,30,70
JO,G_17,willow,15,,40,60
JO,G_17,willow,16,,20,80
JO,G_17,willow,17,,30,70
JO,G_17,willow,6,,100,
JO,G_17,willow,6,,100,
JO,G_17,willow,10,,50,50
JO,G_17,willow,10,,50,50
JO,G_17,willow,13,,,100
JO,G_17,willow,22,,10,90
JO,G_17,willow,14,,,100
JO,G_17,willow,10,,,100
JO,G_17,willow,15,,100,
JO,G_17,willow,9,,80,20
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,8,,100,
JO,G_17,willow,8,,100,
JO,G_17,willow,8,,100,
JO,G_17,willow,8,,100,
JO,G_17,willow,8,,100,
JO,G_17,willow,8,,100,
JO,G_17,willow,8,,100,
JO,G_17,willow,8,,100,
JO,G_17,willow,7,50,50,
JO,G_17,willow,7,50,50,
JO,G_17,willow,7,50,50,
JO,G_17,willow,7,50,50,
JO,G_17,willow,7,50,50,
JO,G_17,willow,22,,30,70
JO,G_17,willow,8,,100,
JO,G_17,willow,4,,100,
JO,G_17,willow,5,,100,
JO,G_17,willow,5,,100,
JO,G_17,willow,5,,100,
JO,G_17,willow,13,,,100
JO,G_17,willow,8,,100,
JO,G_17,willow,6,,100,
JO,G_17,willow,6,,100,
JO,G_17,willow,12,,50,50
JO,G_17,willow,12,,50,50
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,12,,10,90
JO,G_17,willow,15,,20,80
JO,G_17,willow,11,,,100
JO,G_17,willow,23,,,100
JO,G_17,willow,18,,50,50
JO,G_17,willow,10,,100,
JO,G_17,willow,10,,100,
JO,G_17,willow,17,,20,80
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,5,100,,
JO,G_17,willow,8,,100,
JO,G_17,spruce,32,,,100
JO,G_17,spruce,21,,,100
JO,G_17,spruce,30,,,100
JO,G_17,willow,18,,,100
JO,G_17,willow,38,,,100
JO,G_17,willow,5,,100,
JO,G_17,willow,15,,100,
JO,G_17,willow,10,,50,50
JO,G_17,willow,10,,50,50
JO,G_17,willow,18,,,100
JO,G_17,willow,10,,100,
JO,G_18,spruce,13,,100,
JO,G_18,spruce,10,,100,
JO,G_18,spruce,11,100,,
JO,G_18,spruce,8,100,,
JO,G_18,spruce,6,,,100
JO,G_18,spruce,6,,,100
JO,G_18,spruce,6,,,100
JO,G_18,spruce,6,,,100
JO,G_18,spruce,15,,,100
JO,G_18,spruce,16,,,100
JO,G_18,spruce,18,,,100
JO,G_18,spruce,10,,,100
JO,G_18,spruce,7,,,100
JO,G_18,spruce,5,,,100
JO,G_18,spruce,5,,,100
JO,G_18,spruce,5,,,100
JO,G_18,spruce,5,,,100
JO,G_18,spruce,5,,,100
JO,G_18,spruce,5,,100,
JO,G_18,spruce,5,,100,
JO,G_18,spruce,6,,100,
JO,G_18,willow,12,100,,
JO,G_18,willow,6,50,50,
JO,G_18,willow,6,50,50,
JO,G_18,willow,15,,40,60
JO,G_18,willow,5,100,,
JO,G_18,willow,10,,100,
JO,G_18,willow,10,,100,
JO,G_18,willow,19,,30,70
JO,G_18,willow,10,30,70,
JO,G_18,willow,10,30,70,
JO,G_18,willow,5,100,,
JO,G_18,willow,5,100,,
JO,G_18,willow,5,100,,
JO,G_18,willow,5,100,,
JO,G_18,willow,5,100,,
JO,G_18,willow,5,100,,
JO,G_18,willow,7,100,,
JO,G_18,willow,10,50,50,
JO,G_18,willow,7,,100,
JO,G_18,willow,12,30,70,
JO,G_18,willow,6,100,,
JO,G_18,willow,20,,10,90
JO,G_18,willow,20,,50,50
JO,G_18,spruce,20,100,,
JO,G_18,spruce,25,,100,
JO,G_18,spruce,25,,100,
JO,G_18,spruce,35,,100,
JO,G_18,spruce,30,,,100
JO,G_18,spruce,30,,,100
JO,G_18,spruce,30,,,100
JO,G_18,spruce,30,,,100
JO,G_18,spruce,35,,,100
JO,G_18,spruce,25,,,100
JO,G_18,spruce,25,,,100
JO,G_18,willow,23,,,100
JO,G_18,willow,20,,,100
JO,G_18,willow,16,,,100
JO,G_18,willow,10,,100,
JO,G_18,willow,10,,100,
JO,G_18,spruce,13,,,100
JO,G_18,spruce,14,,,100
JO,G_18,spruce,14,,,100
JO,G_18,spruce,10,,,100
JO,G_18,spruce,10,,,100
JO,G_18,spruce,19,,,100
JO,G_18,spruce,23,,,100
JO,G_18,spruce,15,,100,
JO,G_18,willow,4,100,,
JO,G_18,willow,11,50,50,
JO,G_19,willow,17,,,100
JO,G_19,willow,10,,100,
JO,G_19,willow,5,100,,
JO,G_19,willow,5,100,,
JO,G_19,willow,12,,100,
JO,G_19,willow,12,,100,
JO,G_19,willow,13,,40,60
JO,G_19,willow,4,100,,
JO,G_19,willow,20,,50,50
JO,G_19,willow,11,,100,
JO,G_19,willow,11,,100,
JO,G_19,willow,5,100,,
JO,G_19,willow,18,,,100
JO,G_19,willow,18,,,100
JO,G_19,willow,8,,50,50
JO,G_19,spruce,58,,,100
JO,G_19,spruce,46,,,100
JO,G_19,spruce,35,,,100
JO,G_19,spruce,40,,,100
JO,G_19,spruce,30,,,100
JO,G_19,willow,14,,20,80
JO,G_19,willow,20,,,100
JO,G_19,willow,18,,,100
JO,G_19,willow,4,100,,
JO,G_19,willow,25,,,100
JO,G_19,willow,20,,,100
JO,G_19,willow,14,,50,50
JO,G_19,willow,24,,,100
JO,G_19,willow,15,,,100
JO,G_19,willow,12,,100,
JO,G_19,willow,12,,10,90
JO,G_19,willow,23,,,100
JO,G_19,willow,23,,20,80
JO,G_19,willow,17,,100,
JO,P_1,willow,33,,60,40
JO,P_1,willow,26,,,100
JO,P_1,willow,5,100,,
JO,P_1,willow,5,100,,
JO,P_1,willow,5,100,,
JO,P_1,willow,5,100,,
JO,P_1,willow,8,50,50,
JO,P_1,willow,17,,,100
JO,P_1,willow,17,,,100
JO,P_1,willow,10,,,100
JO,P_1,willow,7,100,,
JO,P_1,willow,8,50,50,
JO,P_1,willow,23,,,100
JO,P_1,willow,26,,,100
JO,P_1,willow,24,,,100
JO,P_1,willow,14,,100,
JO,P_1,willow,16,,50,50
JO,P_1,willow,16,,20,80
JO,P_1,willow,15,20,80,
JO,P_1,willow,10,,100,
JO,P_1,willow,10,100,,
JO,P_2,willow,6,,100,
JO,P_2,willow,6,,100,
JO,P_2,willow,6,,100,
JO,P_2,willow,6,,100,
JO,P_2,willow,6,,100,
JO,P_2,willow,5,,100,
JO,P_2,willow,5,,100,
JO,P_2,willow,5,,100,
JO,P_2,willow,5,,100,
JO,P_2,willow,20,,,100
JO,P_2,willow,20,,,100
JO,P_2,willow,24,,,100
JO,P_2,willow,24,,,100
JO,P_2,willow,18,,,100
JO,P_2,willow,18,,,100
JO,P_2,willow,18,,10,90
JO,P_2,willow,20,,50,50
JO,P_2,willow,12,,50,50
JO,P_2,willow,12,,20,80
JO,P_2,willow,16,,,100
JO,P_2,willow,6,50,50,
JO,P_2,willow,6,50,50,
JO,P_2,willow,6,50,50,
JO,P_2,willow,4,100,,
JO,P_2,willow,4,100,,
JO,P_2,willow,4,100,,
JO,P_2,willow,4,100,,
JO,P_2,willow,4,100,,
JO,P_2,willow,17,,40,60
JO,P_2,willow,12,,50,50
JO,P_2,willow,12,,50,50
JO,P_2,willow,12,,100,
JO,P_2,willow,10,,70,30
JO,P_2,willow,17,,30,70
JO,P_2,willow,14,,70,30
JO,P_2,willow,10,,100,
JO,P_2,willow,10,,100,
JO,P_2,willow,12,,100,
JO,P_2,willow,12,,100,
JO,P_2,willow,5,100,,
JO,P_2,willow,5,100,,
JO,P_2,willow,5,100,,
JO,P_2,willow,5,100,,
JO,P_2,willow,7,,100,
JO,P_2,willow,7,,100,
JO,P_2,willow,7,,100,
JO,P_2,willow,7,,100,
JO,P_2,willow,8,,100,
JO,P_2,willow,8,,100,
JO,P_2,willow,10,,50,50
JO,P_2,willow,8,50,50,
JO,P_2,willow,12,,100,
JO,P_2,willow,8,,100,
JO,P_2,willow,13,,40,60
JO,P_2,willow,9,,50,50
JO,P_2,willow,14,10,70,20
JO,P_2,willow,14,20,80,
JO,P_2,willow,20,,,100
JO,P_2,willow,6,,100,
JO,P_2,willow,5,100,,
JO,P_2,willow,5,100,,
JO,P_2,willow,5,100,,
JO,P_2,willow,5,100,,
JO,P_2,willow,9,,100,
JO,P_2,willow,12,,100,
JO,P_2,willow,14,,100,
JO,P_2,willow,8,,100,
JO,P_2,willow,12,,10,90
JO,P_2,willow,6,50,50,
JO,P_2,willow,7,50,50,
JO,P_2,willow,10,50,50,
JO,P_2,willow,11,,70,30
JO,P_2,willow,10,,100,
JO,P_2,willow,14,,20,80
JO,P_2,willow,12,,50,50
JO,P_2,willow,6,,100,
JO,P_2,willow,37,,30,70
JO,P_2,willow,15,,100,
JO,P_2,willow,11,,30,70
JO,P_2,willow,12,,100,
JO,P_2,willow,17,,10,90
JO,P_2,willow,22,,50,50
JO,P_2,willow,18,,20,80
JO,P_2,willow,14,,50,50
JO,P_2,willow,14,,50,50
JO,P_2,willow,10,50,50,
JO,P_2,willow,12,,100,
JO,P_2,willow,12,,50,50
JO,P_2,willow,10,,100,
JO,P_5,spruce,34,,,100
JO,P_5,spruce,40,,,100
JO,P_5,spruce,42,,,100
JO,P_5,spruce,28,,,100
JO,P_5,spruce,37,,,100
JO,P_5,spruce,48,,,100
JO,P_5,willow,13,,100,
JO,P_5,willow,5,50,50,
JO,P_5,willow,8,30,70,
JO,P_5,willow,15,,10,90
JO,P_5,spruce,5,,100,
JO,P_5,spruce,9,,,100
JO,P_5,spruce,6,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,100,,
JO,P_5,willow,12,,100,
JO,P_5,willow,7,100,,
JO,P_5,spruce,8,,,100
JO,P_5,spruce,7,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,5,,,100
JO,P_5,spruce,8,,100,
JO,P_5,spruce,7,,100,
JO,P_5,spruce,5,,100,
JO,P_5,spruce,8,,100,
JO,P_5,spruce,8,100,,
JO,P_5,spruce,10,100,,
JO,P_5,willow,12,,30,70
JO,P_5,willow,10,,10,90
JO,P_5,willow,10,,10,90
JO,P_5,willow,10,,10,90
JO,P_5,willow,10,,10,90
JO,P_5,willow,10,50,50,
JO,P_5,willow,10,,50,50
JO,P_5,willow,18,,20,80
JO,P_5,willow,25,,,100
JO,P_5,willow,20,,10,90
JO,P_5,willow,17,,,100
JO,P_5,willow,12,,100,
JO,P_5,willow,4,100,,
JO,P_5,willow,14,,100,
JO,P_5,willow,10,,100,
JO,P_5,willow,22,,20,80
JO,P_5,willow,11,,100,
JO,P_5,willow,7,,100,
JO,P_5,willow,4,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,20,,10,90
JO,P_6,willow,16,,,100
JO,P_6,willow,11,,100,
JO,P_6,willow,11,,100,
JO,P_6,willow,7,,100,
JO,P_6,willow,12,,,100
JO,P_6,willow,15,,100,
JO,P_6,willow,15,,100,
JO,P_6,willow,14,,20,80
JO,P_6,willow,7,50,50,
JO,P_6,willow,10,,50,50
JO,P_6,willow,18,80,20,
JO,P_6,willow,16,,,100
JO,P_6,willow,22,,,100
JO,P_6,willow,20,,10,90
JO,P_6,willow,15,,100,
JO,P_6,willow,17,,,100
JO,P_6,willow,13,,50,50
JO,P_6,willow,10,,100,
JO,P_6,willow,10,,100,
JO,P_6,willow,9,,100,
JO,P_6,willow,12,,100,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,,100,
JO,P_6,willow,5,,100,
JO,P_6,willow,5,,100,
JO,P_6,willow,5,,100,
JO,P_6,willow,5,,100,
JO,P_6,willow,15,,,100
JO,P_6,spruce,10,,,100
JO,P_6,spruce,10,,,100
JO,P_6,willow,7,,100,
JO,P_6,willow,15,,,100
JO,P_6,willow,15,,,100
JO,P_6,willow,4,100,,
JO,P_6,willow,10,,100,
JO,P_6,willow,8,,100,
JO,P_6,willow,8,,100,
JO,P_6,willow,22,,,100
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_6,willow,5,100,,
JO,P_7,spruce,28,,,100
JO,P_7,willow,6,100,,
JO,P_7,willow,6,100,,
JO,P_7,willow,14,10,10,80
JO,P_7,willow,14,,80,20
JO,P_7,willow,5,100,,
JO,P_7,willow,5,100,,
JO,P_7,willow,5,100,,
JO,P_7,willow,5,100,,
JO,P_7,willow,4,100,,
JO,P_7,willow,15,,100,
JO,P_7,spruce,25,,,100
JO,P_7,spruce,32,,,100
JO,P_8,spruce,29,,,100
JO,P_8,spruce,35,,,100
JO,P_8,spruce,30,,,100
JO,P_8,spruce,30,,,100
JO,P_8,spruce,32,,,100
JO,P_8,willow,6,100,,
JO,P_8,willow,6,100,,
JO,P_8,willow,16,,,100
JO,P_8,willow,4,100,,
JO,P_8,willow,4,100,,
JO,P_8,willow,8,,100,
JO,P_8,willow,8,,100,
JO,P_8,willow,10,,,100
JO,P_8,willow,14,,,100
JO,P_8,willow,21,,,100
JO,P_8,willow,17,,,100
JO,P_8,willow,15,,,100
JO,P_8,willow,10,,50,50
JO,P_9,willow,8,,100,
JO,P_9,willow,8,,100,
JO,P_9,willow,15,,100,
JO,P_9,willow,19,,50,50
JO,P_9,spruce,18,,,100
JO,P_9,spruce,10,,,100
JO,P_9,willow,15,,30,70
JO,P_9,willow,15,,,100
JO,P_9,willow,11,,50,50
JO,P_9,willow,5,100,,
JO,P_9,willow,5,100,,
JO,P_9,willow,9,,100,
JO,P_10,spruce,15,,,100
JO,P_10,spruce,15,,,100
JO,P_10,willow,9,,,100
JO,P_10,willow,9,,,100
JO,P_10,willow,16,,,100
JO,P_10,willow,10,,100,
JO,P_10,willow,10,,100,
JO,P_10,willow,27,,,100
JO,P_10,willow,11,,50,50
JO,P_10,willow,4,100,,
JO,P_10,willow,12,,40,60
JO,P_11,spruce,10,,,100
JO,P_11,spruce,7,,,100
JO,P_11,willow,12,,50,50
JO,P_11,willow,5,80,20,
JO,P_11,willow,24,,20,80
JO,P_11,willow,27,,,100
JO,P_12,willow,6,,100,
JO,P_12,willow,10,,50,50
JO,P_12,willow,12,,,100
JO,P_12,willow,6,50,50,
JO,P_12,willow,6,50,50,
JO,P_12,willow,6,50,50,
JO,P_12,willow,6,50,50,
JO,P_12,willow,6,50,50,
JO,P_12,willow,6,50,50,
JO,P_12,willow,6,50,50,
JO,P_12,willow,6,50,50,
JO,P_12,willow,8,,100,
JO,P_12,willow,8,,100,
JO,P_12,willow,8,,100,
JO,P_12,willow,14,,,100
JO,P_12,willow,14,,,100
JO,P_12,willow,18,,,100
JO,P_12,willow,18,,,100
JO,P_12,willow,14,,50,50
JO,P_12,willow,9,,100,
JO,P_12,willow,10,,100,
JO,P_12,willow,10,,100,
JO,P_12,willow,7,100,,
JO,P_12,willow,7,100,,
JO,P_12,willow,7,100,,
JO,P_12,willow,8,,100,
JO,P_12,willow,5,100,,
JO,P_12,willow,5,100,,
JO,P_12,willow,5,100,,
JO,P_12,willow,10,,100,
JO,P_12,willow,10,,100,
JO,P_12,willow,12,,100,
JO,P_12,willow,6,100,,
JO,P_12,willow,6,100,,
JO,P_12,willow,5,100,,
JO,P_12,willow,5,100,,
JO,P_12,willow,5,100,,
JO,P_12,willow,5,100,,
JO,P_12,willow,5,100,,
JO,P_12,willow,5,100,,
JO,P_12,willow,7,,100,
JO,P_12,willow,7,,100,
JO,P_12,willow,7,,100,
JO,P_12,willow,7,,100,
JO,P_12,willow,8,,100,
