Grid,Loc,Species,BD,Low,Med,High
JO,P_12,willow,10,100,,
JO,P_12,willow,10,,100,
JO,P_12,willow,10,,100,
JO,P_12,willow,11,,100,
JO,P_12,willow,24,,,100
JO,P_12,willow,18,,,100
JO,P_12,willow,12,,,100
JO,P_12,willow,18,,10,90
JO,P_12,willow,18,,10,90
JO,P_12,willow,8,,100,
JO,P_12,willow,29,,10,90
JO,P_12,willow,7,50,50,
JO,P_12,willow,16,,,100
JO,P_12,willow,14,,,100
JO,P_12,spruce,25,,,100
JO,P_12,spruce,20,,,100
JO,P_12,spruce,33,,,100
JO,P_12,spruce,35,,,100
JO,P_15,willow,7,,100,
JO,P_15,willow,7,,100,
JO,P_15,willow,7,,100,
JO,P_15,willow,7,,100,
JO,P_15,willow,7,,100,
JO,P_15,willow,4,100,,
JO,P_15,willow,13,,50,50
JO,P_15,willow,22,,,100
JO,P_15,willow,9,,30,70
JO,P_15,willow,15,,50,50
JO,P_15,willow,11,,100,
JO,P_15,willow,12,,100,
JO,P_15,willow,12,,100,
JO,P_15,willow,19,,,100
JO,P_15,willow,10,,100,
JO,P_15,willow,5,100,,
JO,P_15,willow,5,100,,
JO,P_15,willow,5,100,,
JO,P_15,willow,5,100,,
JO,P_15,willow,10,,10,90
JO,P_15,willow,10,,,100
JO,P_15,willow,12,,20,80
JO,P_15,spruce,20,,,100
JO,P_15,spruce,32,,,100
JO,P_16,spruce,20,,,100
JO,P_16,spruce,20,,,100
JO,P_16,spruce,15,,,100
JO,P_16,spruce,15,,,100
JO,P_16,spruce,10,,,100
JO,P_16,willow,6,,100,
JO,P_16,willow,20,,,100
JO,P_16,willow,20,,,100
JO,P_16,willow,10,,100,
JO,P_16,willow,10,,100,
JO,P_16,willow,7,,100,
JO,P_16,willow,7,,100,
JO,P_16,willow,7,50,50,
JO,P_16,willow,9,,100,
JO,P_16,willow,20,,10,90
JO,P_16,willow,20,,10,90
JO,P_16,willow,20,,10,90
JO,P_16,willow,13,,,100
JO,P_16,willow,10,,,100
JO,P_16,willow,12,,30,70
JO,P_16,willow,8,20,80,
JO,P_16,willow,5,100,,
JO,P_16,spruce,20,,,100
JO,P_16,spruce,20,,,100
JO,P_16,spruce,11,,,100
JO,P_16,spruce,16,,,100
JO,P_16,spruce,24,,,100
JO,P_16,spruce,12,,,100
JO,P_16,spruce,19,,,100
JO,P_16,spruce,17,,,100
JO,P_16,spruce,13,,,100
JO,P_16,spruce,20,,,100
JO,P_16,spruce,18,,,100
JO,P_16,willow,8,50,50,
JO,P_16,willow,15,20,80,
JO,P_16,willow,6,50,50,
JO,P_16,willow,14,,,100
JO,P_16,willow,12,,50,50
JO,P_16,willow,20,,100,
JO,P_16,willow,20,,100,
JO,P_16,willow,18,,10,90
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,7,,,100
JO,P_16,spruce,7,,,100
JO,P_16,spruce,7,,,100
JO,P_16,spruce,7,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,7,,,100
JO,P_16,spruce,7,,,100
JO,P_16,spruce,7,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,,100
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,5,,100,
JO,P_16,spruce,7,,100,
JO,P_16,spruce,7,,100,
JO,P_16,willow,18,50,50,
JO,P_16,willow,13,,80,20
JO,P_16,willow,12,,100,
JO,P_16,willow,10,,80,20
JO,P_17,willow,5,50,50,
JO,P_17,willow,5,50,50,
JO,P_17,willow,5,50,50,
JO,P_17,willow,5,50,50,
JO,P_17,willow,5,,100,
JO,P_17,willow,5,,100,
JO,P_17,willow,5,,100,
JO,P_17,willow,5,,100,
JO,P_17,willow,16,,,100
JO,P_17,willow,8,,,100
JO,P_17,willow,5,100,,
JO,P_17,willow,5,100,,
JO,P_17,willow,5,100,,
JO,P_17,willow,5,100,,
JO,P_17,willow,7,50,50,
JO,P_18,spruce,30,,100,
JO,P_18,spruce,25,,100,
JO,P_18,spruce,25,,100,
JO,P_18,spruce,25,,,100
JO,P_18,spruce,20,,,100
JO,P_18,willow,4,,100,
JO,P_18,willow,10,,100,
JO,P_18,willow,6,100,,
JO,P_18,willow,6,,100,
JO,P_18,willow,10,,100,
JO,P_18,willow,11,,100,
JO,P_18,willow,13,,100,
JO,P_18,willow,13,,20,80
JO,P_18,willow,14,,,100
JO,P_18,willow,14,100,,
JO,P_18,willow,17,,,100
JO,P_18,willow,20,,,100
JO,P_18,willow,19,,20,80
JO,P_18,willow,23,,20,80
JO,P_18,willow,7,,100,
JO,P_18,willow,7,,100,
JO,P_18,willow,19,,,100
JO,P_18,willow,12,,100,
JO,P_18,spruce,35,,,100
JO,P_18,spruce,30,,,100
JO,P_18,spruce,40,,,100
JO,P_19,willow,5,50,50,
JO,P_19,willow,5,50,50,
JO,P_19,willow,5,50,50,
JO,P_19,willow,5,50,50,
JO,P_19,willow,5,100,,
JO,P_19,willow,5,100,,
JO,P_19,willow,12,40,60,
JO,P_19,willow,8,30,70,
SU,C_1,willow,18,20,80,
SU,C_1,willow,15,,30,70
SU,C_1,willow,15,,,100
SU,C_1,willow,27,,80,20
SU,C_1,willow,10,,100,
SU,C_1,willow,20,,,100
SU,C_1,willow,5,100,,
SU,C_1,willow,5,100,,
SU,C_1,willow,5,100,,
SU,C_1,willow,21,10,70,20
SU,C_1,willow,9,,100,
SU,C_1,willow,10,,100,
SU,C_1,willow,13,,50,50
SU,C_1,willow,10,100,,
SU,C_1,willow,26,10,10,90
SU,C_1,willow,26,10,,90
SU,C_1,willow,22,,30,70
SU,C_1,willow,9,50,50,
SU,C_1,willow,21,,50,50
SU,C_1,willow,18,20,80,
SU,C_1,spruce,18,,,100
SU,C_1,spruce,32,,,100
SU,C_1,spruce,13,,,100
SU,C_1,spruce,10,,,100
SU,C_1,spruce,5,,,100
SU,C_1,spruce,5,,,100
SU,C_1,spruce,7,,,100
SU,C_1,spruce,6,,,100
SU,C_1,spruce,12,,100,
SU,C_1,spruce,6,,100,
SU,C_1,spruce,10,,100,
SU,C_1,spruce,8,,100,
SU,C_1,spruce,13,,100,
SU,C_1,spruce,10,,100,
SU,C_1,spruce,10,,100,
SU,C_1,spruce,10,100,,
SU,C_1,spruce,8,100,,
SU,C_1,spruce,9,100,,
SU,C_2,spruce,24,,100,
SU,C_2,spruce,20,,100,
SU,C_2,spruce,31,,100,
SU,C_2,spruce,34,,100,
SU,C_2,spruce,34,,,100
SU,C_2,spruce,37,,,100
SU,C_2,spruce,47,,,100
SU,C_2,spruce,38,,,100
SU,C_2,spruce,30,,,100
SU,C_2,spruce,19,,,100
SU,C_2,spruce,8,100,,
SU,C_2,spruce,8,100,,
SU,C_2,spruce,5,100,,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,7,,100,
SU,C_2,spruce,11,,100,
SU,C_2,spruce,12,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,8,,100,
SU,C_2,spruce,6,,100,
SU,C_2,spruce,6,,100,
SU,C_2,spruce,8,,,100
SU,C_2,spruce,8,,,100
SU,C_2,spruce,10,,,100
SU,C_2,spruce,10,,,100
SU,C_2,spruce,12,,,100
SU,C_2,spruce,12,,,100
SU,C_2,spruce,12,,,100
SU,C_2,spruce,12,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,9,,,100
SU,C_2,spruce,10,,,100
SU,C_2,spruce,7,,,100
SU,C_2,spruce,7,,,100
SU,C_2,spruce,7,,,100
SU,C_2,spruce,12,,,100
SU,C_2,spruce,8,,,100
SU,C_2,spruce,6,,,100
SU,C_2,spruce,6,,,100
SU,C_2,spruce,6,,,100
SU,C_2,spruce,6,,,100
SU,C_2,spruce,10,100,,
SU,C_2,spruce,10,100,,
SU,C_2,spruce,5,100,,
SU,C_2,spruce,8,100,,
SU,C_2,spruce,11,,100,
SU,C_2,spruce,6,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,10,,100,
SU,C_2,spruce,10,,100,
SU,C_2,spruce,8,,100,
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,7,,,100
SU,C_2,spruce,7,,,100
SU,C_2,spruce,8,,,100
SU,C_2,spruce,8,,,100
SU,C_2,spruce,8,,,100
SU,C_2,spruce,9,,,100
SU,C_2,spruce,9,,,100
SU,C_2,spruce,10,,,100
SU,C_2,spruce,10,,,100
SU,C_2,willow,20,,,100
SU,C_2,willow,9,50,50,
SU,C_2,willow,4,100,,
SU,C_2,spruce,6,,,100
SU,C_2,spruce,6,,,100
SU,C_2,spruce,6,,,100
SU,C_2,spruce,6,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,5,,,100
SU,C_2,spruce,9,,,100
SU,C_2,spruce,8,,,100
SU,C_2,spruce,7,,100,
SU,C_2,spruce,6,,100,
SU,C_2,spruce,6,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,5,,100,
SU,C_2,spruce,5,100,,
SU,C_2,spruce,5,100,,
SU,C_2,willow,10,100,,
SU,C_2,willow,7,,100,
SU,C_2,willow,14,,,100
SU,C_2,willow,18,,100,
SU,C_2,willow,7,,100,
SU,C_2,willow,7,,100,
SU,C_2,willow,7,,100,
SU,C_2,willow,18,,100,
SU,C_2,willow,12,,40,60
SU,C_2,willow,6,,100,
SU,C_2,willow,25,,30,70
SU,C_2,willow,5,100,,
SU,C_2,willow,5,100,,
SU,C_2,willow,6,100,,
SU,C_2,willow,17,,50,50
SU,C_2,spruce,35,,,100
SU,C_2,spruce,35,,,100
SU,C_2,spruce,35,,,100
SU,C_2,spruce,35,,,100
SU,C_2,spruce,25,,,100
SU,C_2,spruce,25,,,100
SU,C_2,spruce,30,,,100
SU,C_3,spruce,9,100,,
SU,C_3,spruce,8,100,,
SU,C_3,spruce,11,100,,
SU,C_3,spruce,10,100,,
SU,C_3,spruce,12,,100,
SU,C_3,spruce,7,,100,
SU,C_3,spruce,9,,100,
SU,C_3,spruce,5,,100,
SU,C_3,spruce,11,,100,
SU,C_3,spruce,8,,100,
SU,C_3,spruce,10,,,100
SU,C_3,spruce,10,,,100
SU,C_3,spruce,6,,,100
SU,C_3,spruce,6,,,100
SU,C_3,spruce,6,,,100
SU,C_3,spruce,8,,,100
SU,C_3,spruce,12,,,100
SU,C_3,spruce,12,,,100
SU,C_3,spruce,11,,,100
SU,C_3,spruce,11,,,100
SU,C_3,spruce,5,,,100
SU,C_3,spruce,5,,,100
SU,C_3,spruce,13,,,100
SU,C_3,spruce,7,,,100
SU,C_4,willow,5,100,,
SU,C_4,willow,6,100,,
SU,C_4,willow,11,,100,
SU,C_4,willow,14,,20,80
SU,C_4,willow,21,,,100
SU,C_4,willow,18,,,100
SU,C_4,willow,6,,100,
SU,C_4,willow,19,,10,90
SU,C_4,willow,19,,30,70
SU,C_4,willow,5,100,,
SU,C_4,willow,5,100,,
SU,C_4,willow,7,,100,
SU,C_4,willow,16,,10,90
SU,C_4,willow,17,,30,70
SU,C_4,spruce,31,,,100
SU,C_4,spruce,40,,,100
SU,C_4,spruce,30,,,100
SU,C_4,spruce,30,,,100
SU,C_4,spruce,35,,,100
SU,C_4,spruce,35,,,100
SU,C_4,spruce,35,,,100
SU,C_4,spruce,35,,,100
SU,C_4,spruce,25,,,100
SU,C_4,spruce,25,,,100
SU,C_4,spruce,25,,,100
SU,C_4,spruce,20,,,100
SU,C_4,spruce,7,100,,
SU,C_4,spruce,10,100,,
SU,C_4,spruce,5,100,,
SU,C_4,spruce,5,100,,
SU,C_4,spruce,5,100,,
SU,C_4,spruce,5,100,,
SU,C_4,spruce,5,100,,
SU,C_4,spruce,5,100,,
SU,C_4,spruce,10,,100,
SU,C_4,spruce,7,,100,
SU,C_4,spruce,7,,100,
SU,C_4,spruce,8,,100,
SU,C_4,spruce,8,,100,
SU,C_4,spruce,8,,100,
SU,C_4,spruce,6,,100,
SU,C_4,spruce,6,,100,
SU,C_4,spruce,15,,100,
SU,C_4,spruce,9,,100,
SU,C_4,spruce,7,,,100
SU,C_4,spruce,7,,,100
SU,C_4,spruce,7,,,100
SU,C_4,spruce,8,,,100
SU,C_4,spruce,8,,,100
SU,C_4,spruce,8,,,100
SU,C_4,spruce,8,,,100
SU,C_4,spruce,8,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,10,,,100
SU,C_4,spruce,10,,,100
SU,C_4,spruce,10,,,100
SU,C_4,spruce,12,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,11,,,100
SU,C_4,willow,18,,,100
SU,C_4,willow,7,,100,
SU,C_4,willow,28,,100,
SU,C_4,willow,12,,,100
SU,C_4,willow,18,,,100
SU,C_4,willow,25,,,100
SU,C_4,willow,6,100,,
SU,C_4,willow,6,100,,
SU,C_4,willow,9,,100,
SU,C_4,willow,12,,,100
SU,C_4,willow,11,,100,
SU,C_4,spruce,6,100,,
SU,C_4,spruce,7,100,,
SU,C_4,spruce,8,,100,
SU,C_4,spruce,8,,100,
SU,C_4,spruce,8,,100,
SU,C_4,spruce,7,,100,
SU,C_4,spruce,7,,100,
SU,C_4,spruce,7,,100,
SU,C_4,spruce,5,,100,
SU,C_4,spruce,5,,100,
SU,C_4,spruce,5,,100,
SU,C_4,spruce,7,,,100
SU,C_4,spruce,7,,,100
SU,C_4,spruce,7,,,100
SU,C_4,spruce,7,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,6,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,5,,,100
SU,C_4,spruce,8,,,100
SU,C_4,spruce,8,,,100
SU,C_5,spruce,20,,,100
SU,C_5,spruce,25,,,100
SU,C_5,spruce,21,,,100
SU,C_5,spruce,27,,,100
SU,C_5,willow,7,,100,
SU,C_5,willow,10,,100,
SU,C_5,willow,10,,100,
SU,C_5,willow,6,,100,
SU,C_5,willow,14,,100,
SU,C_5,willow,10,,40,60
SU,C_5,willow,8,100,,
SU,C_5,willow,8,100,,
SU,C_6,spruce,22,,,100
SU,C_6,spruce,47,,,100
SU,C_6,willow,12,30,70,
SU,C_6,willow,7,50,50,
SU,C_6,willow,15,,90,10
SU,C_6,willow,11,100,,
SU,C_6,willow,18,,40,60
SU,C_6,willow,15,,40,60
SU,C_6,willow,5,100,,
SU,C_6,willow,9,100,,
SU,C_6,willow,25,,,100
SU,C_6,willow,5,100,,
SU,C_7,willow,12,100,,
SU,C_7,willow,7,50,50,
SU,C_7,willow,24,,30,70
SU,C_7,willow,18,,10,90
SU,C_7,willow,20,,10,90
SU,C_7,willow,21,,,100
SU,C_7,willow,8,,100,
SU,C_7,willow,14,,50,50
SU,C_7,willow,22,,,100
SU,C_7,spruce,15,,,100
SU,C_7,willow,18,,,100
SU,C_7,spruce,16,,,100
SU,C_8,spruce,26,,,100
SU,C_8,spruce,26,,,100
SU,C_8,spruce,35,,,100
SU,C_8,spruce,8,,100,
SU,C_8,spruce,8,,100,
SU,C_8,spruce,8,,100,
SU,C_8,spruce,8,,100,
SU,C_8,spruce,10,,100,
SU,C_8,spruce,10,,100,
SU,C_8,spruce,10,,100,
SU,C_8,spruce,5,,100,
SU,C_8,spruce,11,,100,
SU,C_8,spruce,9,,100,
SU,C_8,spruce,9,,100,
SU,C_8,spruce,7,,100,
SU,C_8,spruce,7,,,100
SU,C_8,spruce,7,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,5,,,100
SU,C_8,spruce,6,,,100
SU,C_8,spruce,6,,,100
SU,C_8,spruce,8,,,100
SU,C_8,willow,28,,20,80
SU,C_8,willow,8,,100,
SU,C_8,willow,11,,50,50
SU,C_8,willow,6,100,,
SU,C_8,willow,14,,50,50
SU,C_8,willow,5,100,,
SU,C_8,willow,19,,,100
SU,C_8,willow,7,,100,
SU,C_8,willow,27,,30,70
SU,C_8,willow,15,,50,50
SU,C_8,willow,5,100,,
SU,C_8,willow,5,100,,
SU,C_8,willow,5,100,,
SU,C_8,willow,5,100,,
SU,C_8,willow,5,100,,
SU,C_8,willow,6,,100,
SU,C_8,willow,7,,50,50
SU,C_8,willow,20,,,100
SU,C_8,willow,16,,30,70
SU,C_8,willow,12,,10,90
SU,C_8,willow,11,,100,
SU,C_8,willow,11,,100,
SU,C_8,willow,15,,100,
SU,C_8,willow,26,,,100
SU,C_8,willow,18,,,100
SU,C_8,willow,6,,100,
SU,C_8,willow,7,,100,
SU,C_8,willow,12,,,100
SU,C_8,willow,19,10,,90
SU,C_8,willow,17,,,100
SU,C_8,willow,5,100,,
SU,C_8,willow,5,100,,
SU,C_8,willow,5,100,,
SU,C_8,spruce,22,,,100
SU,C_8,spruce,15,,,100
SU,C_9,willow,23,,60,40
SU,C_9,willow,16,100,,
SU,C_9,spruce,13,,,100
SU,C_9,spruce,7,,,100
SU,C_9,spruce,23,100,,
SU,C_9,spruce,14,,,100
SU,C_9,spruce,7,,,100
SU,C_9,spruce,20,,,100
SU,C_9,spruce,18,,,100
SU,C_9,spruce,18,,,199
SU,C_9,willow,9,100,,
SU,C_10,willow,5,100,,
SU,C_10,willow,5,100,,
SU,C_10,willow,5,100,,
SU,C_10,willow,5,100,,
SU,C_10,willow,5,100,,
SU,C_10,willow,14,,20,80
SU,C_10,willow,16,,50,50
SU,C_10,willow,29,,,100
SU,C_10,willow,22,,,100
SU,C_10,willow,17,,10,90
SU,C_10,willow,10,,100,
SU,C_10,willow,6,100,,
SU,C_10,willow,23,,70,30
SU,C_10,willow,12,100,,
SU,C_10,willow,14,,50,50
SU,C_10,willow,15,,50,50
SU,C_10,willow,4,100,,
SU,C_10,willow,25,,20,80
SU,C_10,willow,4,100,,
SU,C_11,spruce,18,,,100
SU,C_11,spruce,21,,,100
SU,C_11,spruce,16,,,100
SU,C_11,spruce,49,,,100
SU,C_11,spruce,5,,100,
SU,C_11,spruce,13,,,100
SU,C_11,spruce,13,,,100
SU,C_12,willow,6,50,50,
SU,C_12,willow,12,,100,
SU,C_12,willow,4,100,,
SU,C_12,spruce,7,,,100
SU,C_12,spruce,7,,,100
SU,C_12,spruce,8,,,100
SU,C_12,spruce,8,,,100
SU,C_12,spruce,10,,,100
SU,C_12,spruce,12,,,100
SU,C_12,spruce,6,,,100
SU,C_12,spruce,6,,,100
SU,C_12,spruce,11,,,100
SU,C_12,spruce,5,,,100
SU,C_12,spruce,5,,,100
SU,C_12,spruce,5,,,100
SU,C_12,spruce,19,,100,
SU,C_12,spruce,15,,,100
SU,C_12,spruce,13,,,100
SU,C_12,spruce,20,,,100
SU,C_12,willow,6,100,,
SU,C_12,willow,17,20,20,60
SU,C_12,willow,17,,80,20
SU,C_12,willow,33,,10,90
SU,C_12,willow,30,,30,70
SU,C_12,willow,7,100,,
SU,C_14,spruce,11,,,100
SU,C_14,spruce,8,,,100
SU,C_14,spruce,8,,,100
SU,C_14,spruce,8,,,100
SU,C_14,spruce,10,,,100
SU,C_14,spruce,7,,,100
SU,C_14,spruce,7,,,100
SU,C_14,spruce,7,,,100
SU,C_14,spruce,6,,,100
SU,C_14,spruce,9,,,100
SU,C_14,willow,5,100,,
SU,C_14,willow,7,50,50,
SU,C_14,willow,10,100,,
SU,C_14,willow,6,100,,
SU,C_14,willow,6,100,,
SU,C_14,spruce,7,,100,
SU,C_14,spruce,13,,100,
SU,C_14,spruce,5,,,100
SU,C_14,spruce,5,,,100
SU,C_14,spruce,6,,,100
SU,C_14,spruce,6,,,100
SU,C_14,spruce,6,,,100
SU,C_14,spruce,10,,,100
SU,C_14,spruce,10,,,100
SU,C_14,spruce,7,,,100
SU,C_15,spruce,13,,,100
SU,C_15,spruce,9,,,100
SU,C_15,spruce,12,,,100
SU,C_15,spruce,12,,,100
SU,C_15,spruce,12,,,100
SU,C_15,spruce,17,,,100
SU,C_15,spruce,19,,,100
SU,C_15,spruce,22,,,100
SU,C_15,spruce,22,,,100
SU,C_15,spruce,26,,,100
SU,C_15,willow,4,100,,
SU,C_15,willow,4,100,,
SU,C_15,willow,6,100,,
SU,C_15,willow,30,,,100
SU,C_15,willow,9,,100,
SU,C_15,willow,6,,100,
SU,C_15,willow,19,,10,90
SU,C_15,willow,8,,100,
SU,C_15,willow,16,,100,
SU,C_15,willow,22,,,100
SU,C_15,spruce,21,,,100
SU,C_15,spruce,20,,,100
SU,C_15,spruce,19,,,100
SU,C_15,spruce,25,,,100
SU,C_15,spruce,25,,,100
SU,C_15,spruce,25,,,100
SU,C_15,spruce,30,,,100
SU,C_15,spruce,35,,,100
SU,C_15,spruce,35,,,100
SU,C_15,spruce,20,,,100
SU,C_16,spruce,37,,,100
SU,C_16,spruce,37,,,100
SU,C_16,spruce,42,,,100
SU,C_16,spruce,34,,,100
SU,C_16,willow,5,100,,
SU,C_16,willow,12,,100,
SU,C_16,willow,4,100,,
SU,C_16,willow,4,100,,
SU,C_16,spruce,20,,,100
SU,C_16,spruce,19,,,100
SU,C_16,spruce,7,,100,
SU,C_16,spruce,5,,,100
SU,C_16,spruce,5,,,100
SU,C_16,spruce,5,,,100
SU,C_16,spruce,5,,,100
SU,C_16,spruce,11,,,100
SU,C_16,spruce,11,,,100
SU,C_16,spruce,10,,,100
SU,C_16,spruce,10,,,100
SU,C_17,spruce,35,,,100
SU,C_17,spruce,35,,,100
SU,C_17,spruce,20,,,100
SU,C_17,spruce,31,,,100
SU,C_17,spruce,30,,,100
SU,C_17,willow,10,100,,
SU,C_17,willow,6,100,,
SU,C_17,willow,7,100,,
SU,C_17,willow,6,100,,
SU,C_17,willow,8,100,,
SU,C_17,willow,9,50,50,
SU,C_17,willow,10,,,100
SU,C_17,willow,6,100,,
SU,C_17,willow,8,50,50,
SU,C_17,willow,15,,20,80
SU,C_17,willow,6,,100,
SU,C_17,willow,9,,100,
SU,C_17,willow,12,,100,
SU,C_17,willow,10,50,50,
SU,C_17,willow,6,100,,
SU,C_17,willow,16,,30,70
SU,C_17,willow,10,,100,
SU,C_17,willow,6,100,,
SU,C_17,willow,7,100,,
SU,C_17,willow,8,100,,
SU,C_17,willow,4,100,,
SU,C_17,willow,4,100,,
SU,C_18,willow,4,100,,
SU,C_18,willow,4,100,,
SU,C_18,willow,5,100,,
SU,C_18,willow,5,100,,
SU,C_18,willow,5,100,,
SU,C_18,willow,5,100,,
SU,C_18,willow,5,100,,
SU,C_18,willow,5,100,,
SU,C_18,willow,13,,70,30
SU,C_18,willow,15,80,20,
SU,C_18,willow,10,,50,50
SU,C_18,willow,5,,100,
SU,C_18,spruce,45,,,100
SU,C_18,spruce,45,,,100
SU,C_18,spruce,45,,,100
SU,C_18,spruce,25,,,100
SU,C_18,willow,10,,,100
SU,C_18,willow,13,,50,50
SU,C_18,willow,5,100,,
SU,C_18,willow,5,100,,
SU,C_18,willow,12,100,,
SU,C_18,willow,19,,20,80
SU,C_18,willow,6,100,,
SU,C_18,spruce,7,,100,
SU,C_18,spruce,7,,100,
SU,C_18,spruce,7,,,100
SU,C_18,spruce,8,,,100
SU,C_18,spruce,18,,,100
SU,C_18,spruce,9,,,100
SU,C_18,spruce,10,,,100
SU,C_18,spruce,10,,,100
SU,C_18,spruce,7,,,100
SU,C_19,spruce,10,,,100
SU,C_19,spruce,10,,,100
SU,C_19,spruce,23,,,100
SU,C_19,spruce,23,,,100
SU,C_19,spruce,20,,,100
SU,C_19,spruce,15,,100,
SU,C_19,spruce,21,,,100
SU,C_19,spruce,15,,,100
SU,C_19,willow,9,,100,
SU,C_19,spruce,14,100,,
SU,C_19,spruce,12,,100,
SU,C_19,spruce,15,,100,
SU,C_19,spruce,9,,100,
SU,C_19,spruce,8,,100,
SU,C_19,spruce,10,,,100
SU,C_19,spruce,10,,,100
SU,C_19,spruce,10,,,100
SU,C_19,spruce,10,,,100
SU,C_19,spruce,10,,,100
SU,C_19,spruce,12,,,100
SU,C_19,spruce,12,,,100
SU,C_19,spruce,12,,,100
SU,C_19,spruce,8,,,100
SU,C_19,spruce,8,,,100
SU,C_19,spruce,7,,,100
SU,C_19,spruce,7,,,100
SU,C_19,spruce,7,,,100
SU,C_19,spruce,7,,,100
SU,C_19,spruce,6,,,100
SU,C_19,spruce,5,,,100
SU,C_19,spruce,5,,,100
SU,C_19,spruce,5,,,100
SU,C_19,spruce,5,,,100
SU,C_19,willow,8,100,,
SU,C_19,spruce,27,100,,
SU,C_19,spruce,9,100,,
SU,C_19,spruce,18,,,100
SU,C_19,spruce,18,,,100
SU,C_19,spruce,21,,,100
SU,C_19,spruce,16,,,100
SU,C_19,spruce,16,,,100
SU,C_19,spruce,16,,,100
SU,C_19,spruce,14,,,100
SU,C_19,spruce,14,,,100
SU,C_19,spruce,11,,,100
SU,C_19,spruce,17,,,100
SU,C_19,spruce,17,,,100
SU,C_19,spruce,7,,,100
SU,C_19,spruce,18,,,100
SU,C_19,spruce,15,100,,
SU,C_19,spruce,12,100,,
SU,C_19,spruce,12,,,100
SU,C_19,spruce,12,,,100
SU,C_19,spruce,12,,,100
SU,C_19,spruce,10,,,100
SU,C_19,spruce,13,,,100
SU,C_19,spruce,13,,100,
SU,C_19,spruce,14,,100,
SU,C_19,willow,4,100,,
SU,C_19,willow,4,100,,
SU,C_19,willow,4,100,,
SU,C_19,willow,4,100,,
SU,C_19,willow,5,,100,
SU,C_19,spruce,18,,,100
SU,C_19,spruce,10,,,100
SU,C_19,willow,9,,100,
